icao24,ground_icao,ground_iata,ground_city,prev_dep_icao,prev_arr_icao,next_dep_icao,next_arr_icao,prev_arr_time_unix,next_dep_time_unix,prev_arr_time_utc,next_dep_time_utc,turnaround_min
c080e0,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1756751819,1756761282,2025-09-01T18:36:59+00:00,2025-09-01T21:14:42+00:00,157
c080e0,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756991706,1757050889,2025-09-04T13:15:06+00:00,2025-09-05T05:41:29+00:00,986
c080e0,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757054632,1757185712,2025-09-05T06:43:52+00:00,2025-09-06T19:08:32+00:00,2184
c080e0,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757485847,1757565421,2025-09-10T06:30:47+00:00,2025-09-11T04:37:01+00:00,1326
c080e0,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757569068,1757690693,2025-09-11T05:37:48+00:00,2025-09-12T15:24:53+00:00,2027
c050ae,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYYC,1756695239,1756758033,2025-09-01T02:53:59+00:00,2025-09-01T20:20:33+00:00,1046
c050ae,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756781116,1756902614,2025-09-02T02:45:16+00:00,2025-09-03T12:30:14+00:00,2024
c050ae,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1756906386,1756991353,2025-09-03T13:33:06+00:00,2025-09-04T13:09:13+00:00,1416
c050ae,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1757005905,1757780160,2025-09-04T17:11:45+00:00,2025-09-13T16:16:00+00:00,12904
c050ae,CYVR,YVR,Vancouver,CYUL,CYVR,CYVR,CYYZ,1757919260,1757942521,2025-09-15T06:54:20+00:00,2025-09-15T13:22:01+00:00,387
c03bf5,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756751994,1756756363,2025-09-01T18:39:54+00:00,2025-09-01T19:52:43+00:00,72
c03bf5,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYEG,1756760374,1756860638,2025-09-01T20:59:34+00:00,2025-09-03T00:50:38+00:00,1671
c03bf5,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1757214255,1757307110,2025-09-07T03:04:15+00:00,2025-09-08T04:51:50+00:00,1547
c03bf5,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYEG,1757309028,1757389830,2025-09-08T05:23:48+00:00,2025-09-09T03:50:30+00:00,1346
c01e1f,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756781001,1756785971,2025-09-02T02:43:21+00:00,2025-09-02T04:06:11+00:00,82
c01e1f,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1756789992,1756795924,2025-09-02T05:13:12+00:00,2025-09-02T06:52:04+00:00,98
c01e1f,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1756811271,1756815541,2025-09-02T11:07:51+00:00,2025-09-02T12:19:01+00:00,71
c01e1f,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1756832352,1756836620,2025-09-02T16:59:12+00:00,2025-09-02T18:10:20+00:00,71
c01e1f,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756840684,1756844689,2025-09-02T19:18:04+00:00,2025-09-02T20:24:49+00:00,66
c01e1f,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756848443,1756911690,2025-09-02T21:27:23+00:00,2025-09-03T15:01:30+00:00,1054
c01e1f,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756915703,1756920727,2025-09-03T16:08:23+00:00,2025-09-03T17:32:07+00:00,83
c01e1f,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYYC,1756960159,1757083591,2025-09-04T04:29:19+00:00,2025-09-05T14:46:31+00:00,2057
c01e1f,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757087729,1757092417,2025-09-05T15:55:29+00:00,2025-09-05T17:13:37+00:00,78
c01e1f,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757096109,1757102241,2025-09-05T18:15:09+00:00,2025-09-05T19:57:21+00:00,102
c01e1f,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757213213,1757217531,2025-09-07T02:46:53+00:00,2025-09-07T03:58:51+00:00,71
c01e1f,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1757221397,1757225949,2025-09-07T05:03:17+00:00,2025-09-07T06:19:09+00:00,75
c01e1f,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757240786,1757245444,2025-09-07T10:26:26+00:00,2025-09-07T11:44:04+00:00,77
c01e1f,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1757262449,1757267851,2025-09-07T16:27:29+00:00,2025-09-07T17:57:31+00:00,90
c01e1f,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757457178,1757462427,2025-09-09T22:32:58+00:00,2025-09-10T00:00:27+00:00,87
c01e1f,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1757477909,1757727241,2025-09-10T04:18:29+00:00,2025-09-13T01:34:01+00:00,4155
c01e1f,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757741788,1757747112,2025-09-13T05:36:28+00:00,2025-09-13T07:05:12+00:00,88
c07ef2,CYEG,YEG,Edmonton,CYVR,CYEG,CYEG,CYVR,1756757592,1756762401,2025-09-01T20:13:12+00:00,2025-09-01T21:33:21+00:00,80
c07ef2,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYYC,1756766530,1757000554,2025-09-01T22:42:10+00:00,2025-09-04T15:42:34+00:00,3900
c07ef2,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757004495,1757121155,2025-09-04T16:48:15+00:00,2025-09-06T01:12:35+00:00,1944
c07ef2,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757124685,1757333446,2025-09-06T02:11:25+00:00,2025-09-08T12:10:46+00:00,3479
c080a6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1756745804,1756752484,2025-09-01T16:56:44+00:00,2025-09-01T18:48:04+00:00,111
c080a6,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYEG,1756756273,1756844177,2025-09-01T19:51:13+00:00,2025-09-02T20:16:17+00:00,1465
c080a6,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1757111266,1757126417,2025-09-05T22:27:46+00:00,2025-09-06T02:40:17+00:00,252
c080a6,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYYZ,1757130447,1757207573,2025-09-06T03:47:27+00:00,2025-09-07T01:12:53+00:00,1285
c007d0,CYEG,YEG,Edmonton,CYVR,CYEG,CYEG,CYVR,1756756305,1756761279,2025-09-01T19:51:45+00:00,2025-09-01T21:14:39+00:00,82
c007d0,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYEG,1757011615,1757091004,2025-09-04T18:46:55+00:00,2025-09-05T16:50:04+00:00,1323
c007d0,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757122427,1757184337,2025-09-06T01:33:47+00:00,2025-09-06T18:45:37+00:00,1031
c007d0,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757217292,1757255866,2025-09-07T03:54:52+00:00,2025-09-07T14:37:46+00:00,642
c007d0,CYEG,YEG,Edmonton,CYVR,CYEG,CYEG,CYVR,1757259704,1757267207,2025-09-07T15:41:44+00:00,2025-09-07T17:46:47+00:00,125
c007d0,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYEG,1757271774,1757342792,2025-09-07T19:02:54+00:00,2025-09-08T14:46:32+00:00,1183
c007d0,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757441607,1757446817,2025-09-09T18:13:27+00:00,2025-09-09T19:40:17+00:00,86
c007d0,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757450575,1757477177,2025-09-09T20:42:55+00:00,2025-09-10T04:06:17+00:00,443
c007d0,CYEG,YEG,Edmonton,CYVR,CYEG,CYEG,CYVR,1757481113,1757512935,2025-09-10T05:11:53+00:00,2025-09-10T14:02:15+00:00,530
c007d0,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYYC,1757516839,1757524506,2025-09-10T15:07:19+00:00,2025-09-10T17:15:06+00:00,127
c007d0,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757528337,1757533447,2025-09-10T18:18:57+00:00,2025-09-10T19:44:07+00:00,85
c007d0,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757555050,1757688810,2025-09-11T01:44:10+00:00,2025-09-12T14:53:30+00:00,2229
c007d0,CYEG,YEG,Edmonton,CYVR,CYEG,CYEG,CYVR,1757778581,1757957802,2025-09-13T15:49:41+00:00,2025-09-15T17:36:42+00:00,2987
c04688,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYYZ,1757305787,1757437642,2025-09-08T04:29:47+00:00,2025-09-09T17:07:22+00:00,2197
c04688,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYUL,1757449883,1757603442,2025-09-09T20:31:23+00:00,2025-09-11T15:10:42+00:00,2559
c04688,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757606259,1757628540,2025-09-11T15:57:39+00:00,2025-09-11T22:09:00+00:00,371
c04688,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757631464,1757776909,2025-09-11T22:57:44+00:00,2025-09-13T15:21:49+00:00,2424
c04688,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757780089,1757782500,2025-09-13T16:14:49+00:00,2025-09-13T16:55:00+00:00,40
c04688,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757786503,1757859423,2025-09-13T18:01:43+00:00,2025-09-14T14:17:03+00:00,1215
c00e5c,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYYZ,1756701618,1756708088,2025-09-01T04:40:18+00:00,2025-09-01T06:28:08+00:00,107
c00e5c,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1756723790,1756728300,2025-09-01T10:49:50+00:00,2025-09-01T12:05:00+00:00,75
c00e5c,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1756744258,1756749499,2025-09-01T16:30:58+00:00,2025-09-01T17:58:19+00:00,87
c00e5c,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756753277,1756758225,2025-09-01T19:01:17+00:00,2025-09-01T20:23:45+00:00,82
c08862,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYVR,1756689119,1756725978,2025-09-01T01:11:59+00:00,2025-09-01T11:26:18+00:00,614
c08862,CYVR,YVR,Vancouver,CYUL,CYVR,CYVR,CYYZ,1756743438,1756749161,2025-09-01T16:17:18+00:00,2025-09-01T17:52:41+00:00,95
c08862,CYYC,YYC,Calgary,CYUL,CYYC,CYYC,CYYZ,1756872853,1756904977,2025-09-03T04:14:13+00:00,2025-09-03T13:09:37+00:00,535
c08862,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757435189,1757440228,2025-09-09T16:26:29+00:00,2025-09-09T17:50:28+00:00,83
c08862,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYUL,1757455861,1757609912,2025-09-09T22:11:01+00:00,2025-09-11T16:58:32+00:00,2567
c08862,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757613596,1757618912,2025-09-11T17:59:56+00:00,2025-09-11T19:28:32+00:00,88
c08862,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYYC,1757622239,1757784181,2025-09-11T20:23:59+00:00,2025-09-13T17:23:01+00:00,2699
c00734,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756743771,1756748361,2025-09-01T16:22:51+00:00,2025-09-01T17:39:21+00:00,76
c00734,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756752020,1756757520,2025-09-01T18:40:20+00:00,2025-09-01T20:12:00+00:00,91
c00734,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756829755,1756842750,2025-09-02T16:15:55+00:00,2025-09-02T19:52:30+00:00,216
c00734,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756846766,1757092970,2025-09-02T20:59:26+00:00,2025-09-05T17:22:50+00:00,4103
c00734,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757096698,1757101723,2025-09-05T18:24:58+00:00,2025-09-05T19:48:43+00:00,83
c00734,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYUL,1757105716,1757119499,2025-09-05T20:55:16+00:00,2025-09-06T00:44:59+00:00,229
c00734,CYUL,YUL,Montreal,CYYC,CYUL,CYUL,CYYC,1757132218,1757156911,2025-09-06T04:16:58+00:00,2025-09-06T11:08:31+00:00,411
c00734,CYYC,YYC,Calgary,CYUL,CYYC,CYYC,CYVR,1757171589,1757358908,2025-09-06T15:13:09+00:00,2025-09-08T19:15:08+00:00,3121
c00734,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757362588,1757367924,2025-09-08T20:16:28+00:00,2025-09-08T21:45:24+00:00,88
c00734,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757371964,1757482637,2025-09-08T22:52:44+00:00,2025-09-10T05:37:17+00:00,1844
c00734,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757486269,1757505941,2025-09-10T06:37:49+00:00,2025-09-10T12:05:41+00:00,327
c00734,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757509706,1757607152,2025-09-10T13:08:26+00:00,2025-09-11T16:12:32+00:00,1624
c00734,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757610775,1757616378,2025-09-11T17:12:55+00:00,2025-09-11T18:46:18+00:00,93
c00734,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYEG,1757620356,1757724073,2025-09-11T19:52:36+00:00,2025-09-13T00:41:13+00:00,1728
c028cd,CYEG,YEG,Edmonton,CYVR,CYEG,CYEG,CYYC,1756752347,1756777928,2025-09-01T18:45:47+00:00,2025-09-02T01:52:08+00:00,426
c028cd,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYUL,1756780190,1756831291,2025-09-02T02:29:50+00:00,2025-09-02T16:41:31+00:00,851
c028cd,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYEG,1757342325,1757730235,2025-09-08T14:38:45+00:00,2025-09-13T02:23:55+00:00,6465
c05030,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756689822,1756695109,2025-09-01T01:23:42+00:00,2025-09-01T02:51:49+00:00,88
c05030,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756698920,1756737782,2025-09-01T03:55:20+00:00,2025-09-01T14:43:02+00:00,647
c05030,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756741669,1756746913,2025-09-01T15:47:49+00:00,2025-09-01T17:15:13+00:00,87
c05030,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756750879,1756756114,2025-09-01T18:21:19+00:00,2025-09-01T19:48:34+00:00,87
c05030,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYUL,1756780958,1756799176,2025-09-02T02:42:38+00:00,2025-09-02T07:46:16+00:00,303
c05030,CYUL,YUL,Montreal,CYVR,CYUL,CYUL,CYYZ,1756816339,1756820761,2025-09-02T12:32:19+00:00,2025-09-02T13:46:01+00:00,73
c05030,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1756823999,1756900272,2025-09-02T14:39:59+00:00,2025-09-03T11:51:12+00:00,1271
c05030,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1756903885,1756908090,2025-09-03T12:51:25+00:00,2025-09-03T14:01:30+00:00,70
c05030,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1756911792,1756915252,2025-09-03T15:03:12+00:00,2025-09-03T16:00:52+00:00,57
c05030,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1756949239,1757083501,2025-09-04T01:27:19+00:00,2025-09-05T14:45:01+00:00,2237
c05030,CYUL,YUL,Montreal,CYVR,CYUL,CYUL,CYYC,1757327818,1757335531,2025-09-08T10:36:58+00:00,2025-09-08T12:45:31+00:00,128
c05030,CYYC,YYC,Calgary,CYUL,CYYC,CYYC,CYUL,1757351209,1757356324,2025-09-08T17:06:49+00:00,2025-09-08T18:32:04+00:00,85
c05030,CYUL,YUL,Montreal,CYYC,CYUL,CYUL,CYVR,1757369389,1757469796,2025-09-08T22:09:49+00:00,2025-09-10T02:03:16+00:00,1673
c05030,CYVR,YVR,Vancouver,CYUL,CYVR,CYVR,CYYZ,1757487238,1757509718,2025-09-10T06:53:58+00:00,2025-09-10T13:08:38+00:00,374
c03bfb,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756707428,1756735844,2025-09-01T06:17:08+00:00,2025-09-01T14:10:44+00:00,473
c03bfb,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1756739753,1756746536,2025-09-01T15:15:53+00:00,2025-09-01T17:08:56+00:00,113
c03bfb,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1756761366,1756771505,2025-09-01T21:16:06+00:00,2025-09-02T00:05:05+00:00,168
c03bfb,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYVR,1756784796,1756933779,2025-09-02T03:46:36+00:00,2025-09-03T21:09:39+00:00,2483
c03bfb,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756937687,1756946307,2025-09-03T22:14:47+00:00,2025-09-04T00:38:27+00:00,143
c03bfb,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYYZ,1757032554,1757139880,2025-09-05T00:35:54+00:00,2025-09-06T06:24:40+00:00,1788
c03bfb,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757152147,1757257625,2025-09-06T09:49:07+00:00,2025-09-07T15:07:05+00:00,1757
c03bfb,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYVR,1757271941,1757462981,2025-09-07T19:05:41+00:00,2025-09-10T00:09:41+00:00,3184
c03bfb,CYUL,YUL,Montreal,CYYC,CYUL,CYUL,CYYC,1757910816,1757934936,2025-09-15T04:33:36+00:00,2025-09-15T11:15:36+00:00,402
c00ec2,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756706185,1756744830,2025-09-01T05:56:25+00:00,2025-09-01T16:40:30+00:00,644
c00ec2,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYEG,1757355463,1757362485,2025-09-08T18:17:43+00:00,2025-09-08T20:14:45+00:00,117
c00ec2,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757441758,1757447310,2025-09-09T18:15:58+00:00,2025-09-09T19:48:30+00:00,92
c006ec,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1756777465,1756786377,2025-09-02T01:44:25+00:00,2025-09-02T04:12:57+00:00,148
c006ec,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756917905,1756923042,2025-09-03T16:45:05+00:00,2025-09-03T18:10:42+00:00,85
c006ec,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756926899,1757031527,2025-09-03T19:14:59+00:00,2025-09-05T00:18:47+00:00,1743
c006ec,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757035616,1757041440,2025-09-05T01:26:56+00:00,2025-09-05T03:04:00+00:00,97
c006ec,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757045393,1757082737,2025-09-05T04:09:53+00:00,2025-09-05T14:32:17+00:00,622
c006ec,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757180179,1757184500,2025-09-06T17:36:19+00:00,2025-09-06T18:48:20+00:00,72
c006ec,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYEG,1757273716,1757357141,2025-09-07T19:35:16+00:00,2025-09-08T18:45:41+00:00,1390
c006ec,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757391449,1757431996,2025-09-09T04:17:29+00:00,2025-09-09T15:33:16+00:00,675
c006ec,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757524071,1757528625,2025-09-10T17:07:51+00:00,2025-09-10T18:23:45+00:00,75
c006ec,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757532381,1757605260,2025-09-10T19:26:21+00:00,2025-09-11T15:41:00+00:00,1214
c006ec,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757609092,1757615211,2025-09-11T16:44:52+00:00,2025-09-11T18:26:51+00:00,101
c006ec,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757619201,1757695427,2025-09-11T19:33:21+00:00,2025-09-12T16:43:47+00:00,1270
c006ec,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757727469,1757789210,2025-09-13T01:37:49+00:00,2025-09-13T18:46:50+00:00,1029
c052d3,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756694489,1756700820,2025-09-01T02:41:29+00:00,2025-09-01T04:27:00+00:00,105
c052d3,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1756704832,1756743654,2025-09-01T05:33:52+00:00,2025-09-01T16:20:54+00:00,647
c052d3,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757180037,1757185343,2025-09-06T17:33:57+00:00,2025-09-06T19:02:23+00:00,88
c052d3,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757189474,1757194547,2025-09-06T20:11:14+00:00,2025-09-06T21:35:47+00:00,84
c052d3,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757198511,1757204865,2025-09-06T22:41:51+00:00,2025-09-07T00:27:45+00:00,105
c052d3,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757216842,1757223369,2025-09-07T03:47:22+00:00,2025-09-07T05:36:09+00:00,108
c052d3,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYEG,1757227156,1757629346,2025-09-07T06:39:16+00:00,2025-09-11T22:22:26+00:00,6703
c052d3,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757654285,1757686531,2025-09-12T05:18:05+00:00,2025-09-12T14:15:31+00:00,537
c0618e,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYUL,1756708438,1756743257,2025-09-01T06:33:58+00:00,2025-09-01T16:14:17+00:00,580
c0618e,CYUL,YUL,Montreal,CYVR,CYUL,CYUL,CYYC,1756760106,1756771646,2025-09-01T20:55:06+00:00,2025-09-02T00:07:26+00:00,192
c0618e,CYYC,YYC,Calgary,CYUL,CYYC,CYYC,CYYZ,1756786536,1756793032,2025-09-02T04:15:36+00:00,2025-09-02T06:03:52+00:00,108
c0618e,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYVR,1756805831,1756815308,2025-09-02T09:37:11+00:00,2025-09-02T12:15:08+00:00,157
c0618e,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1756863519,1757006646,2025-09-03T01:38:39+00:00,2025-09-04T17:24:06+00:00,2385
c0618e,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757379703,1757424339,2025-09-09T01:01:43+00:00,2025-09-09T13:25:39+00:00,743
c0618e,CYUL,YUL,Montreal,CYYC,CYUL,CYUL,CYYZ,1757701164,1757705495,2025-09-12T18:19:24+00:00,2025-09-12T19:31:35+00:00,72
c0618e,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1757708759,1757852404,2025-09-12T20:25:59+00:00,2025-09-14T12:20:04+00:00,2394
c007d8,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1756745754,1756750657,2025-09-01T16:55:54+00:00,2025-09-01T18:17:37+00:00,81
c007d8,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1756754689,1756827693,2025-09-01T19:24:49+00:00,2025-09-02T15:41:33+00:00,1216
c007d8,CYEG,YEG,Edmonton,CYVR,CYEG,CYEG,CYVR,1756877276,1756928288,2025-09-03T05:27:56+00:00,2025-09-03T19:38:08+00:00,850
c007d8,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYYC,1756932337,1757087254,2025-09-03T20:45:37+00:00,2025-09-05T15:47:34+00:00,2581
c007d8,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757091509,1757096250,2025-09-05T16:58:29+00:00,2025-09-05T18:17:30+00:00,79
c007d8,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757099990,1757169469,2025-09-05T19:19:50+00:00,2025-09-06T14:37:49+00:00,1157
c007d8,CYEG,YEG,Edmonton,CYVR,CYEG,CYEG,CYVR,1757222015,1757271081,2025-09-07T05:13:35+00:00,2025-09-07T18:51:21+00:00,817
c007d8,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757295027,1757350576,2025-09-08T01:30:27+00:00,2025-09-08T16:56:16+00:00,925
c007d8,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757381360,1757443222,2025-09-09T01:29:20+00:00,2025-09-09T18:40:22+00:00,1031
c007d8,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYEG,1757532825,1757608880,2025-09-10T19:33:45+00:00,2025-09-11T16:41:20+00:00,1267
c007d8,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757640921,1757645314,2025-09-12T01:35:21+00:00,2025-09-12T02:48:34+00:00,73
c007d8,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757701855,1757707113,2025-09-12T18:30:55+00:00,2025-09-12T19:58:33+00:00,87
c007d8,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757822128,1757827013,2025-09-14T03:55:28+00:00,2025-09-14T05:16:53+00:00,81
c007d8,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757830567,1757852232,2025-09-14T06:16:07+00:00,2025-09-14T12:17:12+00:00,361
c007d8,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757856119,1757864500,2025-09-14T13:21:59+00:00,2025-09-14T15:41:40+00:00,139
c007d8,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757868118,1757874390,2025-09-14T16:41:58+00:00,2025-09-14T18:26:30+00:00,104
c007d8,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757878379,1757911183,2025-09-14T19:32:59+00:00,2025-09-15T04:39:43+00:00,546
c007d8,CYEG,YEG,Edmonton,CYVR,CYEG,CYEG,CYVR,1757915219,1757945690,2025-09-15T05:46:59+00:00,2025-09-15T14:14:50+00:00,507
c0187a,CYEG,YEG,Edmonton,CYVR,CYEG,CYEG,CYVR,1757466648,1757548923,2025-09-10T01:10:48+00:00,2025-09-11T00:02:03+00:00,1371
